pdf_name,mes,mes_num,dia,oferta_lima,oferta_sierra,oferta_costa_norte,oferta_selva,oferta_costa_sur,oferta_total
18_febrero_2026.pdf,feb,2,7,81714.0,58672.0,8509.0,6293.0,0.0,155188.0
18_febrero_2026.pdf,feb,2,8,31978.0,0.0,0.0,0.0,0.0,31978.0
18_febrero_2026.pdf,feb,2,9,92664.0,85925.0,37303.0,8874.0,0.0,224766.0
18_febrero_2026.pdf,feb,2,10,115681.0,60728.0,13209.0,4460.0,0.0,194078.0
18_febrero_2026.pdf,feb,2,11,101300.0,31005.0,14644.0,958.0,0.0,147906.0
18_febrero_2026.pdf,feb,2,12,79849.0,48202.0,22986.0,1346.0,0.0,152383.0
18_febrero_2026.pdf,feb,2,13,93987.0,35670.0,6444.0,6831.0,0.0,142933.0
18_febrero_2026.pdf,feb,2,14,60325.0,20669.0,2413.0,2573.0,0.0,85979.0
18_febrero_2026.pdf,feb,2,15,318.0,0.0,0.0,0.0,0.0,318.0
18_febrero_2026.pdf,feb,2,16,97443.0,103696.0,8895.0,4428.0,0.0,214461.0
18_febrero_2026.pdf,feb,2,17,31561.0,15275.0,0.0,4700.0,0.0,51536.0
18_marzo_2026.pdf,mar,3,5,98330.0,90762.0,18442.0,996.0,0.0,208530.0
18_marzo_2026.pdf,mar,3,6,120826.0,99622.0,12877.0,7546.0,0.0,240871.0
18_marzo_2026.pdf,mar,3,7,89620.0,100591.0,23427.0,7395.0,0.0,221033.0
18_marzo_2026.pdf,mar,3,8,80512.0,100759.0,33177.0,8064.0,0.0,222512.0
18_marzo_2026.pdf,mar,3,9,87949.0,15275.0,0.0,9400.0,0.0,112624.0
18_marzo_2026.pdf,mar,3,10,134435.0,102960.0,10226.0,3385.0,0.0,251005.0
18_marzo_2026.pdf,mar,3,11,141640.0,16462.0,0.0,7682.0,0.0,165784.0
18_marzo_2026.pdf,mar,3,12,140201.0,29539.0,20033.0,4423.0,0.0,194195.0
18_marzo_2026.pdf,mar,3,13,100686.0,44402.0,34506.0,2133.0,0.0,181727.0
18_marzo_2026.pdf,mar,3,14,132305.0,44702.0,10957.0,32429.0,0.0,220393.0
18_marzo_2026.pdf,mar,3,15,26409.0,0.0,0.0,0.0,0.0,26409.0
18_marzo_2026.pdf,mar,3,16,105716.0,160087.0,49515.0,12608.0,0.0,327926.0
18_marzo_2026.pdf,mar,3,17,124385.0,61464.0,6938.0,5239.0,0.0,198025.0
18_noviembre_2025.pdf,nov,11,5,119283.0,75402.0,14524.0,5840.0,0.0,215049.0
18_noviembre_2025.pdf,nov,11,6,95941.0,88692.0,20165.0,4801.0,0.0,209599.0
18_noviembre_2025.pdf,nov,11,7,115469.0,72719.0,9765.0,8439.0,0.0,206393.0
18_noviembre_2025.pdf,nov,11,8,86793.0,63589.0,12949.0,7949.0,0.0,171280.0
18_noviembre_2025.pdf,nov,11,9,26729.0,0.0,0.0,0.0,0.0,26729.0
18_noviembre_2025.pdf,nov,11,10,116609.0,60996.0,60749.0,11726.0,0.0,250079.0
18_noviembre_2025.pdf,nov,11,11,117139.0,78737.0,24676.0,11673.0,0.0,232226.0
18_noviembre_2025.pdf,nov,11,12,140531.0,90442.0,14744.0,3831.0,0.0,249547.0
18_noviembre_2025.pdf,nov,11,13,107309.0,54030.0,34611.0,10233.0,0.0,206182.0
18_noviembre_2025.pdf,nov,11,14,48989.0,65596.0,18144.0,3805.0,0.0,136533.0
18_noviembre_2025.pdf,nov,11,15,95599.0,60732.0,18132.0,5500.0,0.0,179963.0
18_noviembre_2025.pdf,nov,11,16,35486.0,0.0,0.0,0.0,0.0,35486.0
18_noviembre_2025.pdf,nov,11,17,181239.0,107313.0,66008.0,15443.0,0.0,370003.0
18_noviembre_2025.pdf,nov,11,18,,,,,,
18_setiembre_2025.pdf,sep,9,5,103191.0,62557.0,0.0,9598.0,9944.0,185290.0
18_setiembre_2025.pdf,sep,9,6,97955.0,72622.0,0.0,6363.0,4969.0,181909.0
18_setiembre_2025.pdf,sep,9,7,24295.0,0.0,0.0,0.0,0.0,24295.0
18_setiembre_2025.pdf,sep,9,8,122354.0,85307.0,41931.0,4035.0,0.0,253628.0
